Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment
6/13/08,CHEV,GLD,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/13/08,OLDS,GRN,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/13/08,LEXS,BLK,0.00,TIME LIMIT ZONE,19TH AVE COLUMBIA ST AGA,NA,2HRCHALK MARK STILL VISIBLE
6/13/08,KIA,WHT,24.00,TIME LIMIT ZONE,UNIVERSITY ST 19TH AVE 1,NA,CHALK MARK STILL VISIBLE
6/13/08,SUBA,GRY,0.00,TIME LIMIT ZONE,19TH AVE ONYX ST UNIVERS,NA,CHALK MARK STILL VISIBLE
6/13/08,HOND,BLU,0.00,TIME LIMIT ZONE,UNIVERSITY ST 20TH AVE 2,NA,CHALK MARK STILL VISIBLE
6/13/08,NISS,BLU,0.00,TIME LIMIT ZONE,ONYX ST 20TH AVE 19TH AV,NA,CHALK MARK STILL VISIBLE
6/13/08,MERC,GRY,0.00,TIME LIMIT ZONE,POTTER ST 20TH AVE 19TH,NA,CHALK MARK STILL VISIBLE
6/13/08,DODG,GRY,24.00,METER VIOLATION,AGATE ST 18TH AVE 15TH A,255 40,NO TIME ON METER
6/13/08,HOND,BLU,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271 33,NO TIME ON METER
6/13/08,BMW,RED,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271 40,NO TIME ON METER
6/13/08,MAZD,GRY,0.00,TIME LIMIT ZONE,POTTER ST 19TH AVE 18TH,NA,CHALK MARK STILL VISIBLE
6/13/08,DODG,YEL,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239 32,NO TIME ON METER
6/13/08,HOND,BLU,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239 38,NO TIME ON METER
6/13/08,TOYT,WHT,0.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNV
6/13/08,SUBA,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE 15TH,240 52,NO TIME ON METER
6/13/08,CHEV,BRO,0.00,METER VIOLATION,WILLAMETTE 5TH AVE 6TH A,15-49,NO TIME ON METER
6/13/08,BUIC,BLU,0.00,TIME LIMIT ZONE,LINCOLN ST 5TH AVE 6TH A,NA,CHALK MARK STILL VISIBLE
6/13/08,NISS,WHT,0.00,TIME LIMIT ZONE,LINCOLN ST 4TH AVE 5TH A,NA,CHALK MARK STILL VISIBLE
6/13/08,PONT,RED,24.00,TIME LIMIT ZONE,4TH AVE CHARNELTON ST LI,NA,CHALK MARK STILL VISIBLE
6/13/08,TOYT,BRO,0.00,METER VIOLATION,CHARNELTON ST 4TH AVE 5T,4-47/48,NO TIME ON METER
6/13/08,SUBA,RED,24.00,TIME LIMIT ZONE,LAWRENCE ST 13TH AVE 12T,NA,CHALK MARK STILL VISIBLE
6/13/08,TOYT,GRY,0.00,TIME LIMIT ZONE,OLIVE ST 13TH AVE 15TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,HOND,WHT,0.00,METER VIOLATION,LINCOLN ST 8TH AVE BROAD,38-17,NO TIME ON METER
6/13/08,NISS,WHT,0.00,TIME LIMIT ZONE,LINCOLN ST 4TH AVE 5TH A,NA,CHALK MARK STILL VISIBLE
6/13/08,MAZD,BLK,30.00,RESTRICTED BY SIGN,WILLAMETTE 11TH AVE 10TH,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,TOYT,GRY,0.00,METER VIOLATION,5TH AVE CHARNELTON ST WI,11414,NO TIME ON METER
6/13/08,VOLV,GRY,0.00,METER VIOLATION,WILLAMETTE 6TH AVE 5TH A,14-20,NO TIME ON METER
6/13/08,VOLK,WHT,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,12816,NO TIME ON METER
6/13/08,VOLK,BRO,0.00,TIME LIMIT ZONE,LINCOLN ST 4TH AVE 5TH A,NA,CHALK MARK STILL VISIBLE
6/13/08,FORD,BEI,0.00,TIME LIMIT ZONE,10TH AVE LAWRENCE ST LIN,NA,CHALK MARK STILL VISIBLE
6/13/08,FORD,BLK,24.00,METER VIOLATION,12TH AVE CHARNELTON ST O,68-35,NO TIME ON METER
6/13/08,HOND,BLK,0.00,TIME LIMIT ZONE,CHARNELTON ST 5TH AVE 4T,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,VOLV,GRN,0.00,TIME LIMIT ZONE,LAWRENCE ST BROADWAY ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,STRN,BEI,0.00,METER VIOLATION,OAK ST 7TH AVE 8TH AVE,33-24,NO TIME ON METER
6/13/08,FORD,BLK,0.00,METER VIOLATION,SOUTH PARK-1E,43-67,NO TIME ON METER
6/13/08,ACUR,RED,0.00,BIKE LANE,1310 GOODPASTURE ISLAND,NA,NA
6/13/08,TOYT,RED,0.00,RESTRICTED BY SIGN,LOT 07 AIRPORT TERMINAL,NA,UNATTENDED VEHICLE
6/13/08,FORD,BLK,0.00,METER VIOLATION,LOT 15,44,NO TIME ON METERSEE PD SP REPORT
6/13/08,HOND,GLD,24.00,TIME LIMIT ZONE,N GARFIELD AND ROOSEVELT,NA,PARKED RUNNING IN 10 MIN MAX
6/13/08,ACUR,BLK,0.00,METER VIOLATION,SOUTH PARK-1E,43 95,NO TIME ON METER
6/13/08,HOND,WHT,0.00,RESTRICTED BY SIGN,LOT 36,NA,CITY PERMIT PARKING ONLYEXPIRED PERM
6/13/08,CHEV,BEI,30.00,ON SIDEWALK,ALDER ST 15TH AVE 14TH A,NA,BLOCKING SIDEWALKNOT A PARKING SPACE
6/13/08,MITS,GRY,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-6,NO TIME ON METER
6/13/08,AUDI,GLD,0.00,TOW AWAY/PRIVATE LOT,1316 ALDER,NA,PATRON PKING ONLYBUSINESS COMPLAINT
6/13/08,CHRY,GLD,0.00,TOW AWAY/PRIVATE LOT,1316 ALDER,NA,PATRON PKING ONLYBUSINESS COMPLAINT
6/13/08,CHEV,GRY,0.00,TOW AWAY/PRIVATE LOT,1316 ALDER,NA,PATRON PKING ONLYBUSINESS COMPLAINT
6/13/08,TOYT,BLU,0.00,METER VIOLATION,KINCAID ST END 15TH AVE,250-19,NO TIME ON METER
6/13/08,HOND,GRY,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,MAZD,GLD,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,MAZD,WHT,24.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,COOP,CRM,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,LEXS,GLD,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-22,NO TIME ON METER
6/13/08,CHEV,BLU,0.00,METER VIOLATION,14TH AVE ALDER ST KINCAI,226-45,NO TIME ON METER
6/13/08,FORD,WHT,0.00,CURB STRIP,ALDER ST 14TH AVE 13TH A,NA,NO PARKING ON CURB STRIPNOT A PARKIN
6/13/08,CHEV,GRY,0.00,CURB STRIP,ALDER ST 15TH AVE 14TH A,NA,NO PARKING ON CURB STRIPNOT A PARKIN
6/13/08,FORD,RED,0.00,YELLOW ZONE,17TH AVE ALDER ST HILYAR,NA,ALL IN YELLOWNOT A PARKING SPACE
6/13/08,MAZD,WHT,12.00,EXCESS OF POSTED TIME,W/S PATTERSON 18TH AVE 1,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,NISS,GRN,0.00,EXCESS OF POSTED TIME,HILYARD ST 19TH AVE 20TH,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,TOYT,GRN,0.00,TIME LIMIT ZONE,HILYARD ST 16TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,LEXS,GLD,0.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,HOND,GRN,0.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,VOLK,BLK,0.00,ON BRIDGE,HILYARD ST BROADWAY ST 1,NA,NO PARKING ON BRIDGENOT A PARKING SP
6/13/08,TOYT,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 11TH AVE BR,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,CHEV,GLD,0.00,ON SIDEWALK,12TH AVE PATTERSON ST FE,NA,BLOCKING SIDEWALKNOT A PARKING SPACE
6/13/08,OLDS,BLK,0.00,TIME LIMIT ZONE,14TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLENO VALID PER
6/13/08,NISS,GRN,0.00,TIME LIMIT ZONE,HILYARD ST 19TH AVE 20TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,NISS,RED,24.00,EXCESS OF POSTED TIME,HILYARD ST 16TH AVE 17TH,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,MAZD,WHT,0.00,TIME LIMIT ZONE,HILYARD ST 15TH AVE 16TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,HOND,RED,0.00,TIME LIMIT ZONE,HILYARD ST 14TH AVE 15TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,NISS,GLD,0.00,EXCESS OF POSTED TIME,HILYARD ST BROADWAY ST 1,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,DODG,WHT,0.00,TIME LIMIT ZONE,14TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,ACUR,GRY,0.00,EXCESS OF POSTED TIME,W/S PATTERSON 15TH AVE 1,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,STRN,GRN,24.00,EXCESS OF POSTED TIME,15TH AVE PATTERSON ST HI,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,TOYT,GRY,24.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,209-31,NO TIME ON METER
6/13/08,ACUR,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,209-32,NO TIME ON METER
6/13/08,TOYT,GRY,0.00,BIKE LANE,ALDER ST 16TH AVE 15TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,HOND,WHT,50.00,BIKE LANE,ALDER ST 16TH AVE 15TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,FORD,RED,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-55,NO TIME ON METER
6/13/08,NISS,RED,24.00,TIME LIMIT ZONE,HILYARD ST 16TH AVE 17TH,NA,CHALK MARK STILL VISIBLE30 MINUTES O
6/13/08,ACUR,GRY,0.00,TIME LIMIT ZONE,W/S PATTERSON 15TH AVE 1,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,TOYT,BEI,0.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,STRN,GRN,24.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST HI,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,CHEV,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,SAAB,BEI,0.00,TIME LIMIT ZONE,E/S PATTERSON 17TH AVE 1,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,TOYT,GLD,0.00,TOW AWAY/PRIVATE LOT,1316 ALDER,NA,PATRON PKING ONLYBUSINESS COMPLAINT
6/13/08,OLDS,WHT,25.00,BIKE LANE,ALDER ST 16TH AVE 15TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,TOYT,WHT,0.00,RESTRICTED BY SIGN,HILYARD ST BROADWAY ST 1,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,HOND,RED,0.00,TIME LIMIT ZONE,16TH AVE PATTERSON ST HI,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,PONT,BLK,0.00,EXCESS OF POSTED TIME,W/S PATTERSON 17TH AVE 1,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,VOLK,GRY,24.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-24,NO TIME ON METER
6/13/08,CHRY,BLU,0.00,HANDICAP,VRC - MARCY'S,NA,PARKED IN DIABLED  SPOT
6/13/08,FORD,GRN,0.00,RESTRICTED BY SIGN,ALLEY LOT 01,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,HOND,NA,0.00,NONSUFFICIENT FUNDS,NA,NA,$54 NSF CHK
6/13/08,VOLK,GRN,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,44-34,NO TIME ON METER
6/13/08,HOND,RED,0.00,METER VIOLATION,WILLAMETTE 8TH AVE BROAD,42-46,NO TIME ON METER
6/13/08,DODG,WHT,0.00,METER VIOLATION,WILLAMETTE 15TH AVE 16TH,110 46,NO TIME ON METER
6/13/08,FORD,GRY,0.00,FRONT OF DRIVEWAY,FERRY ST 17TH AVE 18TH A,NA,BLOCKING DRIVEWAY
6/13/08,FORD,GRY,24.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,HOND,GRY,0.00,TIME LIMIT ZONE,14TH AVE MILL ST FERRY S,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,UNKN,WHT,0.00,WRONG SIDE PARKING,17TH AVE PEARL ST OAK ST,NA,MUST PARK WITH FLOW OF TRAFFIC
6/13/08,VOLK,BLK,0.00,TIME LIMIT ZONE,12TH AVE HIGH ST PEARL S,NA,CHALK MARK STILL VISIBLE
6/13/08,PLYM,RED,24.00,TIME LIMIT ZONE,12TH AVE FERRY ST MILL S,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,HOND,WHT,0.00,TIME LIMIT ZONE,HIGH ST 17TH AVE 18TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,AUDI,ONG,0.00,METER VIOLATION,WILLAMETTE 13TH AVE 11TH,79 24,NO TIME ON METER
6/13/08,SUBA,GRY,0.00,METER VIOLATION,WEST PARK-8,42 66,NO TIME ON METER
6/13/08,FORD,GRY,0.00,METER VIOLATION,LOT 36,SP 37,NO TIME ON METERPERMIT NOT VALID @ M
6/13/08,CHEV,WHT,0.00,METER VIOLATION,EAST PARK-8,43 90,NO TIME ON METER
6/13/08,LEXS,BLK,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17 15,NO TIME ON METER
6/13/08,TOYT,BLU,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17 10,NO TIME ON METER
6/13/08,FORD,GRN,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 3,NO TIME ON METER
6/13/08,FORD,RED,0.00,TIME LIMIT ZONE,PEARL ST 3RD AVE 4TH AVE,NA,CHALK MARK STILL VISIBLE2HRS ONLY10:
6/13/08,HOND,GRY,0.00,METER VIOLATION,OAK ST 6TH AVE 7TH AVE,25 46,NO TIME ON METER
6/13/08,SUBA,GRN,0.00,METER VIOLATION,EAST PARK-8,43 87,NO TIME ON METER
6/13/08,MAZD,GRN,0.00,RESTRICTED BY SIGN,PEARL ST 4TH AVE 5TH AVE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/13/08,JEEP,BLK,0.00,METER VIOLATION,SOUTH PARK-0E,42 80,NO TIME ON METER
6/13/08,TOYT,RED,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40 4,NO TIME ON METER
6/13/08,CHEV,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-2,NO TIME ON METER
6/13/08,TOYT,BLK,0.00,"SPACE MARKINGS,DIRECTI",14TH AVE KINCAID ST ALDE,NA,NOT A PARKING SPACEMANEUVERING SPACE
6/13/08,TOYT,BLU,0.00,ON SIDEWALK,WALNUT ST 1639,NA,BLOCKING
6/13/08,FORD,RED,30.00,WRONG SIDE PARKING,BIRCH 2271,NA,MUST PARK WITH FLOW OF TRAFFIC
6/13/08,CHEV,GRY,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-5,NO TIME ON METER
6/13/08,JEEP,GRN,24.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222-41,NO TIME ON METER
6/13/08,DATS,GLD,0.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/13/08,FORD,BLK,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/13/08,MAZD,WHT,24.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-24,NO TIME ON METER
6/13/08,OLDS,RED,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209-34,NO TIME ON METER
6/13/08,TOYT,BLU,24.00,EXCEEDING THE TIME LIM,ALDER ST 13TH AVE 11TH A,213-18,NO TIME ON METER
6/13/08,MITS,GLD,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-5,NO TIME ON METER
6/13/08,FORD,GRN,24.00,METER VIOLATION,18TH AVE UNIVERSITY ST A,276 34,NO TIME ON METER
6/13/08,OLDS,BLU,0.00,METER VIOLATION,AGATE ST 18TH AVE 15TH A,255 33,NO TIME ON METER
6/13/08,PONT,GRY,0.00,TIME LIMIT ZONE,20TH AVE POTTER ST HARRI,NA,CHALK MARK STILL VISIBLE
6/13/08,CHEV,BLU,0.00,TIME LIMIT ZONE,21ST AVE KINCAID ST ALDE,NA,CHALK MARK STILL VISIBLE
6/13/08,STRN,RED,0.00,METER VIOLATION,AGATE ST 18TH AVE 15TH A,255 27,NO TIME ON METER
6/13/08,HOND,GRY,0.00,METER VIOLATION,AGATE ST 18TH AVE 15TH A,255 33,NO TIME ON METER
6/13/08,OLDS,GRY,0.00,TIME LIMIT ZONE,19TH AVE POTTER ST HARRI,NA,CHALK MARK STILL VISIBLE
6/13/08,DODG,GRY,0.00,TIME LIMIT ZONE,ONYX ST 18TH AVE 19TH AV,NA,CHALK MARK STILL VISIBLE
6/13/08,TOYT,RED,0.00,"SPACE MARKINGS,DIRECTI",13TH AVE ALDER ST HILYAR,NA,MANEUVERING SPACENO PARKING
6/13/08,SUBA,WHT,12.00,METER VIOLATION,14TH AVE ALDER ST KINCAI,226 48,NO TIME ON METER
6/13/08,PONT,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE 15TH,240 61,NO TIME ON METER
6/13/08,HOND,BLU,0.00,ON SIDEWALK,18TH AVE PATTERSON ST HI,NA,BLOCKINGNO PARKING
6/13/08,TOYT,BEI,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,12816,NO TIME ON METER
6/13/08,HOND,BLU,0.00,METER VIOLATION,WILLAMETTE 6TH AVE 5TH A,14-16,NO TIME ON METER
6/13/08,VOLK,BLU,0.00,METER VIOLATION,5TH AVE LAWRENCE ST LINC,11355,NO TIME ON METER
6/13/08,SUBA,WHT,0.00,BIKE LANE,5TH AVE LINCOLN ST LAWRE,NA,NOT A PARKING SPACE
6/13/08,VOLV,GRY,0.00,TIME LIMIT ZONE,LINCOLN ST 13TH AVE 12TH,NA,CHALK MARK STILL VISIBLE
6/13/08,CHEV,WHT,0.00,TIME LIMIT ZONE,12TH AVE LINCOLN ST CHAR,NA,CHALK MARK STILL VISIBLE
6/13/08,PONT,RED,24.00,TIME LIMIT ZONE,4TH AVE CHARNELTON ST LI,NA,CHALK MARK STILL VISIBLE
6/13/08,TOYT,PUR,24.00,TIME LIMIT ZONE,CHARNELTON ST 5TH AVE 4T,NA,CHALK MARK STILL VISIBLE
6/13/08,FORD,GRN,0.00,TIME LIMIT ZONE,8TH AVE LAWRENCE ST LINC,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,DODG,WHT,24.00,METER VIOLATION,WILLAMETTE END 5TH AVE,18050,NO TIME ON METER
6/13/08,OLDS,WHT,24.00,METER VIOLATION,OAK ST 7TH AVE 8TH AVE,33-25,NO TIME ON METER
6/13/08,TOYT,RED,0.00,HANDICAP,COSTCO - CHAD DR,NA,PARKED IN DISABLED SPOT
6/13/08,GMC,WHT,0.00,BIKE LANE,ALDER ST 16TH AVE 15TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,JEEP,BLK,50.00,BIKE LANE,ALDER ST 16TH AVE 15TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,GMC,BLU,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-53,NO TIME ON METER
6/13/08,JEEP,RED,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-64,NO TIME ON METER
6/13/08,NISS,GLD,0.00,TIME LIMIT ZONE,HILYARD ST BROADWAY ST 1,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/13/08,CHEV,GRY,24.00,TIME LIMIT ZONE,14TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,ACUR,GLD,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLE RIGHT RNO P
6/13/08,PONT,BLK,0.00,TIME LIMIT ZONE,W/S PATTERSON 17TH AVE 1,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,MAZD,WHT,12.00,TIME LIMIT ZONE,W/S PATTERSON 18TH AVE 1,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,HOND,GLD,0.00,TIME LIMIT ZONE,E/S PATTERSON 16TH AVE 1,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,CADI,GLD,0.00,TOW AWAY/PRIVATE LOT,1316 ALDER,NA,PATRON PKING ONLYBUSINESS COMPLAINT
6/13/08,VOLK,BLK,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-7,NO TIME ON METER
6/13/08,CADI,GLD,0.00,CURB STRIP,ALDER ST 15TH AVE 14TH A,NA,NO PARKING ON CURB STRIPNOT A PARKIN
6/13/08,FORD,WHT,0.00,BIKE LANE,ALDER ST 18TH AVE 17TH A,NA,BLOCKING BIKE LANENOT A PARKING SPAC
6/13/08,CHRY,BLU,0.00,TIME LIMIT ZONE,16TH AVE PATTERSON ST HI,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/13/08,SUBA,WHT,24.00,TIME LIMIT ZONE,17TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/14/08,CADI,GRY,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224 21,NO TIME ON METER
6/14/08,NISS,GRN,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224 19,NO TIME ON METER
6/14/08,SUBA,GRY,24.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224 17,NO TIME ON METER
6/14/08,CHRY,GRY,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224 16,NO TIME ON METER
6/14/08,VOLK,WHT,0.00,METER VIOLATION,13TH AVE ALDER ST HILYAR,225 7,NO TIME ON METER
6/14/08,HOND,BLK,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 32,NO TIME ON METER
6/14/08,BUIC,RED,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 40,NO TIME ON METER
6/14/08,KIA,BLU,24.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 7,NO TIME ON METER
6/14/08,CHRY,SIL,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 10,NO TIME ON METER
6/14/08,HOND,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 13TH AVE 12,NA,CHALK MARK STILL VISIBLE1HR ZONE
6/14/08,MAZD,PUR,0.00,TIME LIMIT ZONE,PATTERSON ST 13TH AVE 12,NA,CHALK MARK STILL VISIBLE1HR ZONE
6/14/08,VOLV,BLU,0.00,TIME LIMIT ZONE,PATTERSON ST 13TH AVE 12,NA,CHALK MARK STILL VISIBLE1HR ZONE
6/14/08,MERC,SIL,0.00,RESTRICTED BY SIGN,13TH AVE HILYARD ST PATT,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/14/08,KAWK,BLK,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,70 52,NO TIME ON METER
6/14/08,FORD,GRY,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 13TH,70 55,NO TIME ON METER
6/14/08,HOND,WHT,0.00,METER VIOLATION,13TH AVE HILYARD ST PATT,212 31,NO TIME ON METER
6/14/08,SUBA,GRN,0.00,METER VIOLATION,13TH AVE HILYARD ST PATT,212 30,NO TIME ON METER
6/14/08,FORD,GRN,0.00,RESTRICTED BY SIGN,KINCAID ST 13TH AVE END,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/14/08,SUZU,BLU,0.00,"SPACE MARKINGS,DIRECTI",KINCAID ST END 15TH AVE,NA,NOT A PARKING SPACEBLOCKING DRIVEWAY
6/14/08,HOND,SIL,0.00,RESTRICTED BY SIGN,KINCAID ST 13TH AVE END,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/14/08,FORD,GRN,0.00,RESTRICTED BY SIGN,KINCAID ST 13TH AVE END,NA,COMMERCIAL MARKED VEHICLE ONLYHC NOT
6/14/08,HOND,BLK,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 23,NO TIME ON METER
6/14/08,NISS,GLD,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 18,NO TIME ON METER
6/14/08,HYUN,SIL,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 17,NO TIME ON METER
6/14/08,SAAB,GRY,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 16,NO TIME ON METER
6/14/08,NISS,WHT,0.00,METER VIOLATION,WILLAMETTE 15TH AVE 16TH,110 47,NO TIME ON METER
6/14/08,NISS,RED,0.00,YELLOW ZONE,14TH AVE HILYARD ST PATT,NA,APPROX. 5FT IN YEL
6/14/08,SUBA,BLK,0.00,YELLOW ZONE,14TH AVE HILYARD ST PATT,NA,ALL IN YELLOW
6/14/08,NISS,RED,30.00,YELLOW ZONE,14TH AVE HILYARD ST PATT,NA,ALL IN YELLOW
6/14/08,COOP,GRN,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214 36,NO TIME ON METER
6/14/08,HOND,GRY,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 12,NO TIME ON METER
6/14/08,DODG,BLK,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 11,NO TIME ON METER
6/14/08,FORD,BLK,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 7,NO TIME ON METER
6/14/08,DODG,SIL,30.00,RESTRICTED BY SIGN,ALDER ST 13TH AVE 12TH A,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/14/08,FORD,BLK,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 17,NO TIME ON METER
6/14/08,DODG,GRY,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 18,NO TIME ON METER
